id,name,investor,total_scale_area,operating_time,start_year,price,building_density,address,address_code,ward_commune,district,city,type_ward,type_district,type_city,city_code,economic_zone,latitude,longitude
163,Khu công nghiệp Vân Trung,"Công ty TNHH FuGiang thuộc Tập đoàn khoa học kỹ thuật Hồng Hải, Đài Loan (Foxconn) làm chủ đầu tư (diện tích 237,9 ha); Công ty TNHH S&G làm chủ đầu tư (diện tích 112,4 ha)",350 ha,2058,2008,120 USD/m2 Giá thuê chưa bao gồm VAT,60 (%),"Thuộc các xã Vân Trung, Tăng Tiến, Hoàng Ninh (huyện Việt Yên) và xã Nội Hoàng (huyện Yên Dũng), Bắc Giang",07708,Xã Nội Hoàng,Thành phố Bắc Giang,Tỉnh Bắc Giang,Xã,Thành phố,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
163,,,, , ,,,"Thuộc các xã Vân Trung, Tăng Tiến, Hoàng Ninh (huyện Việt Yên) và xã Nội Hoàng (huyện Yên Dũng), Bắc Giang",07801,Phường Vân Trung,Thị Xã Việt Yên,Tỉnh Bắc Giang,Phường,Thị Xã,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
163,, , , , , , ,"Thuộc các xã Vân Trung, Tăng Tiến, Hoàng Ninh (huyện Việt Yên) và xã Nội Hoàng (huyện Yên Dũng), Bắc Giang",07789,Phường Tăng Tiến,Thị Xã Việt Yên,Tỉnh Bắc Giang,Phường,Thị Xã,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
163,, , , , , , ,"Thuộc các xã Vân Trung, Tăng Tiến, Hoàng Ninh (huyện Việt Yên) và xã Nội Hoàng (huyện Yên Dũng), Bắc Giang",07795,Phường Nếnh,Thị Xã Việt Yên,Tỉnh Bắc Giang,Phường,Thị Xã,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
164,Khu công nghiệp Yên Sơn - Bắc Lũng,YENSONBACLUNG – IP – BG,490ha,2071,2021,100 USD/m2 Giá dự kiến,70 (%),"Thuộc các xã Yên Sơn và xã Bắc Lũng, huyện Lục Nam, Tỉnh Bắc Giang ",07498,Xã Yên Sơn,Huyện Lục Nam,Tỉnh Bắc Giang,Xã,Huyện,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
164,, , , , , , ,"Thuộc các xã Yên Sơn và xã Bắc Lũng, huyện Lục Nam, Tỉnh Bắc Giang ",07513,Xã Bắc Lũng,Huyện Lục Nam,Tỉnh Bắc Giang,Xã,Huyện,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
165,Khu công nghiệp Phú Hà,Công ty cổ phần tổng công ty Viglacera,450ha,2056,2016,80 USD/m2 Chưa bao gồm VAT,60 (%),"thuộc địa bàn các xã Phú Hộ, Hà Lộc, Hà Thạch của Thị xã Phú Thọ",07954,Xã Phú Hộ,Thị xã Phú Thọ,Tỉnh Phú Thọ,Xã,Thị xã,Tỉnh,25,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
165,, , , , , , ,"thuộc địa bàn các xã Phú Hộ, Hà Lộc, Hà Thạch của Thị xã Phú Thọ",07963,Xã Hà Thạch,Thị xã Phú Thọ,Tỉnh Phú Thọ,Xã,Thị xã,Tỉnh,25,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
165,, , , , , , ,"thuộc địa bàn các xã Phú Hộ, Hà Lộc, Hà Thạch của Thị xã Phú Thọ",07951,Xã Hà Lộc,Thị xã Phú Thọ,Tỉnh Phú Thọ,Xã,Thị xã,Tỉnh,25,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
166,Khu công nghiệp Sơn Lôi,Công ty TNHH Đầu tư xây dựng An Thịnh - Vĩnh Phúc,"257,3 ha",2065,2021,100 USD/m2 Giá chưa bao gồm VAT,70 (%),"thuộc địa phận các xã Sơn Lôi, Tam Hợp và thị trấn Bá Hiển, thị trấn Hương Canh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",08953,Xã Tam Hợp,Huyện Bình Xuyên,Tỉnh Vĩnh Phúc,Xã,Huyện,Tỉnh,26,ĐỒNG BẰNG SÔNG HỒNG,,
166,,,, , ,,,"thuộc địa phận các xã Sơn Lôi, Tam Hợp và thị trấn Bá Hiển, thị trấn Hương Canh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",08959,Xã Sơn Lôi,Huyện Bình Xuyên,Tỉnh Vĩnh Phúc,Xã,Huyện,Tỉnh,26,ĐỒNG BẰNG SÔNG HỒNG,,
166,, , , , , , ,"thuộc địa phận các xã Sơn Lôi, Tam Hợp và thị trấn Bá Hiển, thị trấn Hương Canh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",08935,Thị trấn Hương Canh,Huyện Bình Xuyên,Tỉnh Vĩnh Phúc,Thị trấn,Huyện,Tỉnh,26,ĐỒNG BẰNG SÔNG HỒNG,,
166,, , , , , , ,"thuộc địa phận các xã Sơn Lôi, Tam Hợp và thị trấn Bá Hiển, thị trấn Hương Canh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",08944,Thị trấn Bá Hiến,Huyện Bình Xuyên,Tỉnh Vĩnh Phúc,Thị trấn,Huyện,Tỉnh,26,ĐỒNG BẰNG SÔNG HỒNG,,
167,Khu công nghiệp Hạ Vàng,Ban Quản Lý KKT tỉnh Hà Tĩnh,250 ha,2020,2006,0 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc huyện Can Lộc, tỉnh Hà Tĩnh",18427,Xã Vượng Lộc,Huyện Can Lộc,Tỉnh Hà Tĩnh,Xã,Huyện,Tỉnh,42,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
167,, , , , , , ,"Thuộc huyện Can Lộc, tỉnh Hà Tĩnh",18415,Xã Thiên Lộc,Huyện Can Lộc,Tỉnh Hà Tĩnh,Xã,Huyện,Tỉnh,42,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
168,Khu công nghiệp Chơn Thành 1,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Khu công nghiệp Chơn Thành,"124,4 ha", ,2004,28 USD/m2,0 (%),"Thuộc Huyện Chơn Thành, Tỉnh Bình Phước ",25433,Phường Thành Tâm,Thị xã Chơn Thành,Tỉnh Bình Phước,Phường,Thị xã,Tỉnh,70,ĐÔNG NAM BỘ,,
169,Khu công nghiệp Hàm Kiệm 1,Công Ty  Cổ Phần TV – TM – DV Địa Ốc Hoàng Quân Bình Thuận,"132,67 ha",2057,2007,60 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Huyện Hàm Thuận Nam, Tỉnh Bình Thuận ",23131,Xã Hàm Mỹ,Huyện Hàm Thuận Nam,Tỉnh Bình Thuận,Xã,Huyện,Tỉnh,60,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
169,, , , , , , ,"Thuộc Huyện Hàm Thuận Nam, Tỉnh Bình Thuận ",23125,Xã Hàm Kiệm,Huyện Hàm Thuận Nam,Tỉnh Bình Thuận,Xã,Huyện,Tỉnh,60,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
170,Khu công nghiệp Hoành Bồ,Công ty CP xuất nhập khẩu tổng hợp Hà Nội (Geleximco),681ha, ,2020,50 USD/m2 Chưa bao gồm VAT, 60 (%),"Thuộc huyện Hoành Bồ, tỉnh Quảng Ninh",07066,Xã Lê Lợi,Thành phố Hạ Long,Tỉnh Quảng Ninh,Xã,Thành phố,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,,
171,Khu công nghiệp Tân Khai 2,Công ty Cổ phần Đầu tư và Phát triển HHP,344 ha, , , 0 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Huyện Hớn Quản, Tỉnh Bình Phước ",25357,Thị trấn Tân Khai,Huyện Hớn Quản,Tỉnh Bình Phước,Thị trấn,Huyện,Tỉnh,70,ĐÔNG NAM BỘ,,
172,Khu công nghiệp Tân Khai 1,Công ty CP Khu công nghiệp & dân cư Tân Khai,700 ha, , , 0 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Huyện Hớn Quản, Tỉnh Bình Phước ",25357,Thị trấn Tân Khai,Huyện Hớn Quản,Tỉnh Bình Phước,Thị trấn,Huyện,Tỉnh,70,ĐÔNG NAM BỘ,,
173,Khu công nghiệp Nhơn Trạch 5 IDICO Đồng Nai,Tổng Công Ty IDICO ,"309,4ha ",2053, ,150 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Huyện Nhơn Trạch, Tỉnh Đồng Nai ",26473,Xã Long Tân,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
173,, , , , , , ,"Thuộc Huyện Nhơn Trạch, Tỉnh Đồng Nai ",26479,Thị trấn Hiệp Phước,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Thị trấn,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
174,Khu công nghiệp Tiên Sơn,Tổng Công ty Thủy tinh và Gốm Xây dựng Viglacera,402.82 ha,2048,1998,90 USD/m2 Giá thuê chưa bao gồm VAT,60 (%),"Thuộc Huyện Tiên Du và Thị Xã Từ Sơn, Tỉnh Bắc Ninh ",09328,Xã Nội Duệ,Huyện Tiên Du,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
174,, , , , , , ,"Thuộc Huyện Tiên Du và Thị Xã Từ Sơn, Tỉnh Bắc Ninh ",09340,Xã Hoàn Sơn,Huyện Tiên Du,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
174,, , , , , , ,"Thuộc Huyện Tiên Du và Thị Xã Từ Sơn, Tỉnh Bắc Ninh ",09376,Phường Tương Giang,Thành phố Từ Sơn,Tỉnh Bắc Ninh,Phường,Thành phố,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
174,,,, , ,,,"Thuộc Huyện Tiên Du và Thị Xã Từ Sơn, Tỉnh Bắc Ninh ",09385,Phường Đồng Nguyên,Thành phố Từ Sơn,Tỉnh Bắc Ninh,Phường,Thành phố,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
175,Khu công nghiệp Yên Mỹ 2 Hưng Yên,Công Ty Cổ Phần Bất Động Sản Megastar,313.5 ha,2065,2015,130 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Huyện Yên Mỹ, Tỉnh Hưng Yên ",12052,Thị trấn Yên Mỹ,Huyện Yên Mỹ,Tỉnh Hưng Yên,Thị trấn,Huyện,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,,
176,Khu công nghiệp VSIP Hải Phòng,VIETNAM SINGAPORE INDUSTRIAL PARK AND TOWNSHIP,1.566 ha,2058,2008,100 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Khu Kinh tế Đình Vũ – Cát Hải, các xã Tân Dương, Dương Quan, Thủy Sơn, Thủy Đường, An Lư, Trung Hà, Thủy Triều, Ngũ Lão, huyện Thủy Nguyên, Hải Phòng",11530,Xã Trung Hà,Thành phố Thuỷ Nguyên,Thành phố Hải Phòng,Xã,Thành phố,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
176,, , , , , , ,"Thuộc Khu Kinh tế Đình Vũ – Cát Hải, các xã Tân Dương, Dương Quan, Thủy Sơn, Thủy Đường, An Lư, Trung Hà, Thủy Triều, Ngũ Lão, huyện Thủy Nguyên, Hải Phòng",11536,Xã Thủy Triều,Huyện Thủy Nguyên,Thành phố Hải Phòng,Xã,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
176,, , , , , , ,"Thuộc Khu Kinh tế Đình Vũ – Cát Hải, các xã Tân Dương, Dương Quan, Thủy Sơn, Thủy Đường, An Lư, Trung Hà, Thủy Triều, Ngũ Lão, huyện Thủy Nguyên, Hải Phòng",11560,Xã Thủy Sơn,Thành phố Thuỷ Nguyên,Thành phố Hải Phòng,Xã,Thành phố,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
176,, , , , , , ,"Thuộc Khu Kinh tế Đình Vũ – Cát Hải, các xã Tân Dương, Dương Quan, Thủy Sơn, Thủy Đường, An Lư, Trung Hà, Thủy Triều, Ngũ Lão, huyện Thủy Nguyên, Hải Phòng",11563,Xã Thủy Đường,Huyện Thủy Nguyên,Thành phố Hải Phòng,Xã,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
176,,,, , ,,,"Thuộc Khu Kinh tế Đình Vũ – Cát Hải, các xã Tân Dương, Dương Quan, Thủy Sơn, Thủy Đường, An Lư, Trung Hà, Thủy Triều, Ngũ Lão, huyện Thủy Nguyên, Hải Phòng",11575,Xã Tân Dương,Huyện Thủy Nguyên,Thành phố Hải Phòng,Xã,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
176,, , , , , , ,"Thuộc Khu Kinh tế Đình Vũ – Cát Hải, các xã Tân Dương, Dương Quan, Thủy Sơn, Thủy Đường, An Lư, Trung Hà, Thủy Triều, Ngũ Lão, huyện Thủy Nguyên, Hải Phòng",11539,Xã Ngũ Lão,Thành phố Thuỷ Nguyên,Thành phố Hải Phòng,Xã,Thành phố,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
176,, , , , , , ,"Thuộc Khu Kinh tế Đình Vũ – Cát Hải, các xã Tân Dương, Dương Quan, Thủy Sơn, Thủy Đường, An Lư, Trung Hà, Thủy Triều, Ngũ Lão, huyện Thủy Nguyên, Hải Phòng",11578,Xã Dương Quan,Thành phố Thuỷ Nguyên,Thành phố Hải Phòng,Xã,Thành phố,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
176,, , , , , , ,"Thuộc Khu Kinh tế Đình Vũ – Cát Hải, các xã Tân Dương, Dương Quan, Thủy Sơn, Thủy Đường, An Lư, Trung Hà, Thủy Triều, Ngũ Lão, huyện Thủy Nguyên, Hải Phòng",11533,Xã An Lư,Thành phố Thuỷ Nguyên,Thành phố Hải Phòng,Xã,Thành phố,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
177,Khu công nghiệp Nam Đình Vũ Hải Phòng,Công Ty Cổ Phần Tập Đoàn Đầu Tư Sao Đỏ ,1.329 ha,2059,2009,120 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Khu Kinh Tế Đình Vũ – Cát Hải, P. Đông Hải 2, Quận Hải An, TP. Hải Phòng",11411,Phường Đông Hải 2,Quận Hải An,Thành phố Hải Phòng,Phường,Quận,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
178,Khu công nghiệp Bạch Đằng,BACHDANG - IP - QN,"176,45 ha",2069,2019,100 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Khu vực Đầm Nhà Mạc, xã Liên Vị, thị xã Quảng Yên, tỉnh Quảng Ninh",07186,Xã Liên Vị,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Xã,Thị xã,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,,
179,Khu công nghiệp Tràng Duệ,Công ty Cổ phần Khu công nghiệp Sài Gòn – Hải Phòng,"1076,77 ha",2057,2007,140 USD/m2 Giá chưa bao gồm VAT,65 (%),"Thuộc Lê Lợi, An Dương, Hải Phòng",11611,Xã Lê Lợi,Huyện An Dương,Thành phố Hải Phòng,Xã,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
180,Khu công nghiệp Bình Đường,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ – CTCP Thailexim,"16,5 ha", ,1994,90 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường An Bình, Thành Phố Dĩ An, Tỉnh Bình Dương ",25960,Phường An Bình,Thành phố Dĩ An,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,11.0253391,106.6312288
181,Khu công nghiệp VSIP 1,Công ty Liên Doanh TNHH Khu Công Nghiệp Việt Nam Singapore,500ha ,2006,1996,80 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Bình Hòa, Thành Phố Thuận An, Tỉnh Bình Dương ",25987,Phường Bình Hòa,Thành phố Thuận An,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,,
182,Khu công nghiệp Bình An,Công ty cổ phần Đầu tư phát triển Bình Thắng,"25,9ha ", ,2004,60 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Bình Thắng, Thành Phố Dĩ An, Tỉnh Bình Dương ",25954,Phường Bình Thắng,Thành phố Dĩ An,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,,
183,Khu công nghiệp Sóng Thần 1,Tổng công ty Thương mại xuất nhập khẩu Thanh Lễ – CTCP Thailexim,178 ha , ,1995,90 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Dĩ An, Thành Phố Dĩ An, Tỉnh Bình Dương",25942,Phường Dĩ An,Thành phố Dĩ An,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,11.0253391,106.6312288
184,Khu công nghiệp MP Đình Vũ,Công Ty CP Đầu Tư BĐS Minh Phương,"234,1 ha",2062,2012,100 USD/m2 Giá chưa bao gồm VAT,80 (%),"Thuộc phường Đông Hải 2, quận Hải An, TP. Hải Phòng",11411,Phường Đông Hải 2,Quận Hải An,Thành phố Hải Phòng,Phường,Quận,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
185,Khu công nghiệp Đông Mai,Công ty Đầu tư phát triển hạ tầng Viglacera,"167,86 ha",2058,2008,90 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc phường Đông Mai, thị xã Quảng Yên, tỉnh Quảng Ninh",07135,Phường Đông Mai,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Phường,Thị xã,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,,
186,Khu công nghiệp Nam Sơn - Hạp Lĩnh,NAMSONHAPLINH-IP-BN,"306,4 ha",2060,2010,165 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc phường Hạp Lĩnh, phường Nam Sơn thành phố Bắc Ninh và xã Lạc Vệ, huyện Tiên Du, tỉnh Bắc Ninh",09343,Xã Lạc Vệ,Huyện Tiên Du,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
186,, , , , , , ,"Thuộc phường Hạp Lĩnh, phường Nam Sơn thành phố Bắc Ninh và xã Lạc Vệ, huyện Tiên Du, tỉnh Bắc Ninh",09286,Phường Nam Sơn,Thành phố Bắc Ninh,Tỉnh Bắc Ninh,Phường,Thành phố,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
186,,,, , ,,,"Thuộc phường Hạp Lĩnh, phường Nam Sơn thành phố Bắc Ninh và xã Lạc Vệ, huyện Tiên Du, tỉnh Bắc Ninh",09331,Phường Hạp Lĩnh,Thành phố Bắc Ninh,Tỉnh Bắc Ninh,Phường,Thành phố,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
187,Khu công nghiệp Liên Chiểu,Công ty cổ phần Đầu tư Sài Gòn – Đà Nẵng (SDN),"289,35 ha",2055,2005,90 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Phường Hòa Hiệp, quận Liên Chiểu, thành phố Đà Nẵng",20194,Phường Hòa Hiệp Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng,Phường,Quận,Thành phố,48,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
188,Khu công nghiệp Hòa Khánh mở rộng,Công ty Cổ phần Đầu tư Sài Gòn – Đà Nẵng ,"132,6 ha",2055, ,115 USD/m2 Giá chưa bao gồm VAT,60 (%),"thuộc phường Hòa Khánh Bắc, Hòa Hiệp Nam, quận Liên Chiểu, tp. Đà Nẵng",20197,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng,Phường,Quận,Thành phố,48,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
188,, , , , , , ,"thuộc phường Hòa Khánh Bắc, Hòa Hiệp Nam, quận Liên Chiểu, tp. Đà Nẵng",20195,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng,Phường,Quận,Thành phố,48,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
189,Khu công nghiệp Đồng An 2,Công Ty Cổ Phần Thương Mại – Sản Xuất – Xây Dựng Hưng Thịnh,210 ha, ,2006,60 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Hòa Phú, TP. Thủ Dầu Một, Tỉnh Bình Dương ",25760,Phường Hòa Phú,Thành phố Thủ Dầu Một,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,,
190,Khu công nghiệp Hòa Cầm,Công ty Cổ phần Đầu tư Khu công nghiệp Hoà Cầm,261 ha, ,2003,35 USD/m2 Chưa bao gồm VAT, 60 (%),"Thuộc Phường Hòa Thọ Tây, quận Cẩm Lệ, thành phố Đà Nẵng",20311,Phường Hòa Thọ Tây,Quận Cẩm Lệ,Thành phố Đà Nẵng,Phường,Quận,Thành phố,48,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
191,Khu công nghiệp Nam Tân Uyên,Công ty cổ phần Khu công nghiệp Nam Tân Uyên,"331,9 ha", ,2005,30 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Khánh Bình, Thị Xã Tân Uyên, Tỉnh Bình Dương ",25921,Phường Khánh Bình,Thành phố Tân Uyên,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,,
192,Khu công nghiệp Phú Vinh,Công ty TNHH Đầu tư xây dựng Hạ tầng Phú Vinh,"207,665 ha",2060,2010,55 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Phường Kỳ Liên, Thị xã Kỳ Anh,Tỉnh Hà Tĩnh.",18841,Phường Kỳ Liên,Thị xã Kỳ Anh,Tỉnh Hà Tĩnh,Phường,Thị xã,Tỉnh,42,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
193,Khu công nghiệp Mỹ Phước ,Tổng công ty Đầu tư và Phát triển công nghiệp – TNHH Một thành viên (Becamex IDC),"376,92 ha ", ,2003,140 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Mỹ Phước, Thị Xã Bến Cát, Tỉnh Bình Dương ",25813,Phường Mỹ Phước,Thành phố Bến Cát,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,,
194,Khu công nghiệp Đồ Sơn,Công ty liên doanh khu công nghiệp Đồ Sơn Hải Phòng,150 ha,2056,2006,130 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Phường Ngọc Xuyên, Quận Đồ Sơn, TP Hải Phòng.",11455,Phường Ngọc Xuyên,Quận Đồ Sơn,Thành phố Hải Phòng,Phường,Quận,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
195,Khu công nghiệp Nhơn Hòa,Công Ty TNHH Đầu Tư Hạ Tầng KCN Nhơn Hòa,"282,02 ha", ,2018,25 USD/m2 Chưa bao gồm VAT,65 (%),"Thuộc phường Nhơn Hòa và xã Nhơn Thọ (TX An Nhơn), Bình Định ",21949,Xã Nhơn Thọ,Thị xã An Nhơn,Tỉnh Bình Định,Xã,Thị xã,Tỉnh,52,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
195,,,, , ,,,"Thuộc phường Nhơn Hòa và xã Nhơn Thọ (TX An Nhơn), Bình Định ",21943,Phường Nhơn Hòa,Thị xã An Nhơn,Tỉnh Bình Định,Phường,Thị xã,Tỉnh,52,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
196,Khu công nghiệp Ninh Thủy,Công ty TNHH Hoàn Cầu Vân Phong,"207,9 ha",2063,2013,35 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc phường Ninh Thủy, thị xã Ninh Hòa, tỉnh Khánh Hòa",22567,Phường Ninh Thủy,Thị xã Ninh Hòa,Tỉnh Khánh Hòa,Phường,Thị xã,Tỉnh,56,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
197,Khu công nghiệp Phú Mỹ 2 mở rộng IDICO Bà Rịa Vũng Tàu,Tổng Công Ty IDICO ,"398,06 ha",2058,2008,125 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Phường Phú Mỹ, Phước Tân và Phước Hòa, Thị Xã Phú Mỹ , Tỉnh Bà Rịa – Vũng Tàu",26626,Phường Phước Tân,Huyện Xuyên Mộc,Tỉnh Bà Rịa - Vũng Tàu,Phường,Huyện,Tỉnh,77,ĐÔNG NAM BỘ,,
197,, , , , , , ,"Thuộc Phường Phú Mỹ, Phước Tân và Phước Hòa, Thị Xã Phú Mỹ , Tỉnh Bà Rịa – Vũng Tàu",26713,Phường Phước Hòa,Thành phố Phú Mỹ,Tỉnh Bà Rịa - Vũng Tàu,Phường,Thành phố,Tỉnh,77,ĐÔNG NAM BỘ,,
197,,,, , ,,,"Thuộc Phường Phú Mỹ, Phước Tân và Phước Hòa, Thị Xã Phú Mỹ , Tỉnh Bà Rịa – Vũng Tàu",26704,Phường Phú Mỹ,Thành phố Phú Mỹ,Tỉnh Bà Rịa - Vũng Tàu,Phường,Thành phố,Tỉnh,77,ĐÔNG NAM BỘ,,
198,Khu công nghiệp Sóng Thần 3,Công Ty Cổ Phần Đại Nam ,"533,846 ha", ,2008,80 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Phú Tân, Thành Phố Thủ Dầu Một, Tỉnh Bình Dương ",25763,Phường Phú Tân,Thành phố Thủ Dầu Một,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,,
199,Khu công nghiệp Đại Đăng,Công ty TNHH Xây dựng và Đầu tư Đại Đăng,"274,35 ha", ,2005,60 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Phú Tân, Thành Phố Thủ Dầu Một, Tỉnh Bình Dương ",25763,Phường Phú Tân,Thành phố Thủ Dầu Một,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,,
200,Khu công nghiệp Kim Huy,Công ty TNHH Phát Triển Khu Công Nghiệp Kim Huy,"213,63 ha", ,2006,60 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Phú Tân, TP. Thủ Dầu Một, Tỉnh Bình Dương ",25763,Phường Phú Tân,Thành phố Thủ Dầu Một,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,,
201,Khu công nghiệp Phú Mỹ 2 IDICO Bà Rịa Vũng Tàu,Tổng Công Ty IDICO ,"620,6ha ",2055,2005,125 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Phường Phước Tân và Phường Phú Mỹ, Thị Xã Phú Mỹ, Tỉnh Bà Rịa – Vũng Tàu",26716,Phường Tân Phước,Thành phố Phú Mỹ,Tỉnh Bà Rịa - Vũng Tàu,Phường,Thành phố,Tỉnh,77,ĐÔNG NAM BỘ,,
